ts_code,M0_code,trade_date,pre_close,pre_settle,open,high,low,close,settle,vol,amount,oi
OI.ZCE,OI1505.ZCE,2015-01-05,5322.432410527316,5387.988335690269,5317.117065243834,5347.237355183569,5271.050739453651,5322.432410527316,5317.117065243834,42986.0,258001.31,126550.0
OI.ZCE,OI1505.ZCE,2015-01-06,5375.585863362144,5317.117065243834,5398.619026257235,5398.619026257235,5354.324482228213,5375.585863362144,5373.814081600983,30276.0,183669.17,129796.0
OI.ZCE,OI1505.ZCE,2015-01-07,5356.096263989373,5373.814081600983,5379.129426884465,5389.76011745143,5325.975974049638,5356.096263989373,5354.324482228213,45932.0,277606.41,126034.0
OI.ZCE,OI1505.ZCE,2015-01-08,5421.652189152326,5354.324482228213,5370.270518078661,5473.033860225993,5370.270518078661,5421.652189152326,5437.598225002775,132832.0,815209.07,141480.0
OI.ZCE,OI1505.ZCE,2015-01-09,5412.793280346522,5437.598225002775,5448.22891556974,5455.316042614383,5380.901208645626,5412.793280346522,5421.652189152326,66382.0,406194.05,142922.0
OI.ZCE,OI1505.ZCE,2015-01-12,5416.336843868844,5421.652189152326,5418.108625630005,5455.316042614383,5396.847244496074,5416.336843868844,5428.73931619697,35574.0,218004.26,141712.0
OI.ZCE,OI1505.ZCE,2015-01-13,5329.51953757196,5428.73931619697,5329.51953757196,5359.639827511695,5325.975974049638,5329.51953757196,5341.922009900087,44940.0,270930.1,141856.0
OI.ZCE,OI1505.ZCE,2015-01-14,5308.25815643803,5341.922009900087,5310.029938199191,5352.552700467052,5279.909648259455,5308.25815643803,5310.029938199191,56946.0,341264.61,141268.0
OI.ZCE,OI1505.ZCE,2015-01-15,5267.507175931329,5310.029938199191,5308.25815643803,5331.2913193331215,5256.876485364363,5267.507175931329,5292.312120587581,102124.0,610071.18,153002.0
OI.ZCE,OI1505.ZCE,2015-01-16,5258.648267125524,5292.312120587581,5244.474013036237,5274.594302975973,5217.897286618824,5258.648267125524,5246.245794797398,83724.0,495831.51,154074.0
OI.ZCE,OI1505.ZCE,2015-01-19,5269.27895769249,5246.245794797398,5276.366084737134,5343.693791661247,5175.374524350963,5269.27895769249,5283.453211781777,135162.0,806171.97,154432.0
OI.ZCE,OI1505.ZCE,2015-01-20,5292.312120587581,5283.453211781777,5248.017576558559,5295.855684109903,5248.017576558559,5292.312120587581,5272.822521214812,42468.0,252708.98,158284.0
OI.ZCE,OI1505.ZCE,2015-01-21,5294.083902348742,5272.822521214812,5286.996775304099,5318.888847004995,5249.78935831972,5294.083902348742,5290.54033882642,55942.0,334093.26,156218.0
OI.ZCE,OI1505.ZCE,2015-01-22,5283.453211781777,5290.54033882642,5286.996775304099,5315.345283482673,5274.594302975973,5283.453211781777,5297.6274658710645,39186.0,234304.41,153428.0
OI.ZCE,OI1505.ZCE,2015-01-23,5274.594302975973,5297.6274658710645,5269.27895769249,5286.996775304099,5258.648267125524,5274.594302975973,5269.27895769249,53202.0,316392.96,149970.0
OI.ZCE,OI1505.ZCE,2015-01-26,5251.561140080881,5269.27895769249,5249.78935831972,5263.9636124090075,5232.071540708112,5251.561140080881,5246.245794797398,43656.0,258500.46,145424.0
