ts_code,M0_code,trade_date,pre_close,pre_settle,open,high,low,close,settle,vol,amount,oi
BU.SHF,BU1506.SHF,2015-01-05,5471.645565791111,5484.12366286247,5456.0479444519115,5459.167468719752,5427.972226041353,5427.972226041353,5446.689371648392,30.0,104.784,88.0
BU.SHF,BU1506.SHF,2015-01-06,5427.972226041353,5446.689371648392,5427.972226041353,5718.08798295046,5346.864595077516,5415.494128969994,5521.557954076548,318.0,1126.06,284.0
BU.SHF,BU1506.SHF,2015-01-07,5415.494128969994,5521.557954076548,5415.494128969994,5459.167468719752,5349.984119345357,5381.179362023755,5434.211274577033,118.0,411.256,370.0
BU.SHF,BU1506.SHF,2015-01-08,5381.179362023755,5434.211274577033,5437.330798844872,5530.916526880068,5256.398391310161,5312.549828131278,5325.027925202638,304.0,1038.456,548.0
BU.SHF,BU1506.SHF,2015-01-09,5312.549828131278,5325.027925202638,5287.593633988559,5287.593633988559,5056.74883816841,5056.74883816841,5094.183129382488,466.0,1522.3,578.0
BU.SHF,BU1506.SHF,2015-01-12,5056.74883816841,5094.183129382488,5025.5535954900115,5050.50978963273,4747.915935652264,4807.186896741221,4847.74071222314,1670.0,5191.42,1182.0
BU.SHF,BU1506.SHF,2015-01-13,4807.186896741221,4847.74071222314,4679.286401759787,4816.545469544741,4604.41781933163,4604.41781933163,4660.569256152748,2118.0,6329.552,1598.0
BU.SHF,BU1506.SHF,2015-01-14,4604.41781933163,4660.569256152748,4604.41781933163,4726.0792657773845,4401.648741922039,4557.624955314032,4538.907809706993,8432.0,24542.352,2448.0
BU.SHF,BU1506.SHF,2015-01-15,4557.624955314032,4538.907809706993,4570.103052385392,4707.362120170345,4435.963508868278,4610.65686786731,4560.744479581873,10706.0,31315.44,2884.0
BU.SHF,BU1506.SHF,2015-01-16,4610.65686786731,4560.744479581873,4657.449731884908,4741.676887116584,4579.461625188912,4616.89591640299,4648.0911590813885,6758.0,20147.964,2970.0
BU.SHF,BU1506.SHF,2015-01-19,4616.89591640299,4648.0911590813885,4616.89591640299,4657.449731884908,4492.114945689395,4504.593042760755,4560.744479581873,7322.0,21421.524,4148.0
BU.SHF,BU1506.SHF,2015-01-20,4504.593042760755,4560.744479581873,4507.712567028595,4535.788285439154,4473.397800082356,4501.473518492915,4504.593042760755,5300.0,15310.916,4320.0
BU.SHF,BU1506.SHF,2015-01-21,4501.473518492915,4504.593042760755,4526.429712635634,4529.549236903474,4417.246363261239,4442.202557403958,4464.039227278837,7654.0,21919.396,4738.0
BU.SHF,BU1506.SHF,2015-01-22,4442.202557403958,4464.039227278837,4445.322081671798,4523.310188367795,4442.202557403958,4492.114945689395,4488.995421421556,6750.0,19437.416,4946.0
BU.SHF,BU1506.SHF,2015-01-23,4492.114945689395,4488.995421421556,4507.712567028595,4517.071139832115,4454.680654475317,4464.039227278837,4479.636848618036,4420.0,12702.16,5352.0
BU.SHF,BU1506.SHF,2015-01-26,4464.039227278837,4479.636848618036,4464.039227278837,4464.039227278837,4276.867771208445,4283.1068197441255,4376.692547779321,8368.0,23483.576,6318.0
BU.SHF,BU1506.SHF,2015-01-27,4283.1068197441255,4376.692547779321,4317.421586690363,4361.0949264401215,4289.345868279805,4317.421586690363,4326.780159493883,7556.0,20970.2,6268.0
BU.SHF,BU1506.SHF,2015-01-28,4317.421586690363,4326.780159493883,4320.541110958204,4404.76826618988,4317.421586690363,4348.616829368762,4345.497305100922,5716.0,15929.06,5864.0
BU.SHF,BU1506.SHF,2015-01-29,4348.616829368762,4345.497305100922,4348.616829368762,4361.0949264401215,4317.421586690363,4336.138732297402,4333.019208029563,3776.0,10493.572,6320.0
BU.SHF,BU1506.SHF,2015-01-30,4336.138732297402,4333.019208029563,4361.0949264401215,4361.0949264401215,4279.987295476285,4283.1068197441255,4323.660635226043,4672.0,12956.332,6658.0
