ts_code,M0_code,trade_date,pre_close,pre_settle,open,high,low,close,settle,vol,amount,oi
FB.DCE,FB1505.DCE,2015-01-05,5098.592208455616,5106.943710844569,5102.767959650093,5127.8224668169505,5077.7134524832345,5098.592208455616,5106.943710844569,2072.0,6337.98,2316.0
FB.DCE,FB1505.DCE,2015-01-06,5098.592208455616,5106.943710844569,5106.943710844569,5148.701222789333,5102.767959650093,5111.119462039046,5123.646715622474,2248.0,6896.16,2382.0
FB.DCE,FB1505.DCE,2015-01-07,5111.119462039046,5123.646715622474,5111.119462039046,5136.173969205904,5102.767959650093,5119.470964427998,5115.295213233522,1482.0,4541.88,2438.0
FB.DCE,FB1505.DCE,2015-01-08,5119.470964427998,5115.295213233522,5119.470964427998,5144.525471594857,5098.592208455616,5119.470964427998,5123.646715622474,1844.0,5659.14,2264.0
FB.DCE,FB1505.DCE,2015-01-09,5119.470964427998,5123.646715622474,5111.119462039046,5115.295213233522,5019.252935760566,5044.307442927424,5052.658945316377,4328.0,13099.69,2410.0
FB.DCE,FB1505.DCE,2015-01-12,5044.307442927424,5052.658945316377,5035.955940538471,5065.186198899805,4990.022677399232,5052.658945316377,5023.428686955042,3930.0,11823.98,2474.0
FB.DCE,FB1505.DCE,2015-01-13,5052.658945316377,5023.428686955042,5061.010447705329,5069.361950094282,5027.6044381495185,5048.483194121901,5040.131691732948,2170.0,6553.35,2560.0
FB.DCE,FB1505.DCE,2015-01-14,5048.483194121901,5040.131691732948,5044.307442927424,5056.834696510853,4898.156151120752,4902.331902315229,4944.089414259992,7530.0,22301.7,3470.0
FB.DCE,FB1505.DCE,2015-01-15,4902.331902315229,4944.089414259992,4910.683404704181,5015.077184566089,4822.9926296201775,4952.440916648944,4919.034907093133,12586.0,37096.46,3592.0
FB.DCE,FB1505.DCE,2015-01-16,4952.440916648944,4919.034907093133,4931.562160676563,4990.022677399232,4927.3864094820865,4931.562160676563,4948.265165454468,3882.0,11509.12,3284.0
FB.DCE,FB1505.DCE,2015-01-19,4931.562160676563,4948.265165454468,4960.792419037897,4964.968170232373,4877.2773951483705,4935.737911871039,4923.21065828761,4160.0,12270.61,3164.0
FB.DCE,FB1505.DCE,2015-01-20,4935.737911871039,4923.21065828761,4939.913663065515,4994.198428593708,4902.331902315229,4906.507653509705,4944.089414259992,2524.0,7475.44,2586.0
FB.DCE,FB1505.DCE,2015-01-21,4906.507653509705,4944.089414259992,4893.980399926276,4948.265165454468,4889.804648731799,4944.089414259992,4927.3864094820865,1862.0,5494.65,2284.0
