ts_code,M0_code,trade_date,pre_close,pre_settle,open,high,low,close,settle,vol,amount,oi
V.DCE,V1505.DCE,2015-01-12,5786.443032418019,5836.662885158387,5769.703081504563,5803.182983331475,5719.483228764195,5730.643196039832,5769.703081504563,9862.0,25494.9,45420.0
V.DCE,V1505.DCE,2015-01-13,5730.643196039832,5769.703081504563,5702.743277850738,5713.903245126376,5613.463539645639,5658.1034087481885,5652.523425110369,17830.0,45186.87,47594.0
V.DCE,V1505.DCE,2015-01-14,5658.1034087481885,5652.523425110369,5680.423343299463,5713.903245126376,5607.88355600782,5635.783474196914,5652.523425110369,21798.0,55243.9,50306.0
V.DCE,V1505.DCE,2015-01-15,5635.783474196914,5652.523425110369,5691.583310575101,5702.743277850738,5613.463539645639,5619.043523283457,5652.523425110369,20474.0,51881.86,53924.0
V.DCE,V1505.DCE,2015-01-16,5619.043523283457,5652.523425110369,5574.403654180907,5658.1034087481885,5485.123915975808,5602.303572370001,5574.403654180907,30766.0,76877.62,52160.0
V.DCE,V1505.DCE,2015-01-19,5602.303572370001,5574.403654180907,5652.523425110369,5680.423343299463,5585.563621456545,5602.303572370001,5619.043523283457,10288.0,25913.05,50848.0
V.DCE,V1505.DCE,2015-01-20,5602.303572370001,5619.043523283457,5585.563621456545,5630.2034905590945,5529.763785078358,5529.763785078358,5563.24368690527,12426.0,30974.74,52148.0
V.DCE,V1505.DCE,2015-01-21,5529.763785078358,5563.24368690527,5507.443850527083,5591.143605094364,5496.283883251445,5529.763785078358,5557.663703267452,16664.0,41495.02,51558.0
V.DCE,V1505.DCE,2015-01-22,5529.763785078358,5557.663703267452,5557.663703267452,5585.563621456545,5546.503735991814,5557.663703267452,5557.663703267452,8730.0,21756.28,51892.0
V.DCE,V1505.DCE,2015-01-23,5557.663703267452,5557.663703267452,5552.0837196296325,5602.303572370001,5529.763785078358,5591.143605094364,5563.24368690527,11166.0,27847.73,51026.0
V.DCE,V1505.DCE,2015-01-26,5591.143605094364,5563.24368690527,5568.823670543089,5579.9836378187265,5501.863866889264,5513.023834164902,5529.763785078358,13804.0,34202.12,53488.0
V.DCE,V1505.DCE,2015-01-27,5513.023834164902,5529.763785078358,5490.703899613626,5529.763785078358,5485.123915975808,5513.023834164902,5513.023834164902,5614.0,13869.43,53806.0
V.DCE,V1505.DCE,2015-01-28,5513.023834164902,5513.023834164902,5513.023834164902,5540.923752353995,5507.443850527083,5518.60381780272,5518.60381780272,7354.0,18191.22,52686.0
V.DCE,V1505.DCE,2015-01-29,5518.60381780272,5518.60381780272,5507.443850527083,5552.0837196296325,5496.283883251445,5546.503735991814,5524.183801440539,6760.0,16741.25,52056.0
V.DCE,V1505.DCE,2015-01-30,5546.503735991814,5524.183801440539,5557.663703267452,5557.663703267452,5496.283883251445,5513.023834164902,5518.60381780272,5788.0,14317.19,50840.0
V.DCE,V1505.DCE,2015-02-02,5513.023834164902,5518.60381780272,5552.0837196296325,5652.523425110369,5546.503735991814,5579.9836378187265,5579.9836378187265,12886.0,32219.79,46522.0
V.DCE,V1505.DCE,2015-02-03,5579.9836378187265,5579.9836378187265,5602.303572370001,5741.80316331547,5579.9836378187265,5736.2231796776505,5658.1034087481885,18808.0,47690.16,43188.0
V.DCE,V1505.DCE,2015-02-04,5736.2231796776505,5658.1034087481885,5769.703081504563,5853.402836071844,5702.743277850738,5719.483228764195,5764.1230978667445,18022.0,46549.04,40384.0
V.DCE,V1505.DCE,2015-02-05,5719.483228764195,5764.1230978667445,5669.263376023826,5730.643196039832,5663.683392386007,5702.743277850738,5697.163294212919,6084.0,15538.09,40094.0
V.DCE,V1505.DCE,2015-02-06,5702.743277850738,5697.163294212919,5752.963130591107,5786.443032418019,5713.903245126376,5775.283065142382,5741.80316331547,10166.0,26167.6,36712.0
V.DCE,V1505.DCE,2015-02-09,5775.283065142382,5741.80316331547,5792.023016055838,5797.602999693657,5741.80316331547,5747.383146953288,5752.963130591107,2650.0,6832.53,37044.0
V.DCE,V1505.DCE,2015-02-10,5747.383146953288,5752.963130591107,5747.383146953288,5769.703081504563,5708.323261488556,5725.063212402013,5730.643196039832,3440.0,8835.74,36738.0
V.DCE,V1505.DCE,2015-02-11,5725.063212402013,5730.643196039832,5697.163294212919,5769.703081504563,5691.583310575101,5764.1230978667445,5730.643196039832,2996.0,7695.16,36160.0
V.DCE,V1505.DCE,2015-02-12,5764.1230978667445,5730.643196039832,5764.1230978667445,5775.283065142382,5736.2231796776505,5775.283065142382,5752.963130591107,2566.0,6616.68,35706.0
V.DCE,V1505.DCE,2015-02-13,5775.283065142382,5752.963130591107,5808.762966969294,5858.982819709662,5786.443032418019,5842.2428687962065,5825.50291788275,8694.0,22700.32,33588.0
V.DCE,V1505.DCE,2015-02-16,5842.2428687962065,5825.50291788275,5831.082901520569,5892.4627215365745,5819.922934244932,5853.402836071844,5842.2428687962065,3970.0,10400.96,32898.0
V.DCE,V1505.DCE,2015-02-17,5853.402836071844,5842.2428687962065,5847.822852434025,5864.562803347481,5797.602999693657,5836.662885158387,5831.082901520569,4170.0,10901.45,32110.0
V.DCE,V1505.DCE,2015-02-25,5836.662885158387,5831.082901520569,5747.383146953288,5797.602999693657,5719.483228764195,5752.963130591107,5764.1230978667445,2236.0,5776.06,31778.0
V.DCE,V1505.DCE,2015-02-26,5752.963130591107,5764.1230978667445,5786.443032418019,5819.922934244932,5764.1230978667445,5808.762966969294,5792.023016055838,5306.0,13778.52,32194.0
V.DCE,V1505.DCE,2015-02-27,5808.762966969294,5792.023016055838,5797.602999693657,5808.762966969294,5747.383146953288,5803.182983331475,5769.703081504563,5926.0,15333.32,30866.0
V.DCE,V1505.DCE,2015-03-02,5803.182983331475,5769.703081504563,5825.50291788275,5965.002508828218,5814.3429506071125,5948.2625579147625,5898.042705174394,11314.0,29904.01,29806.0
V.DCE,V1505.DCE,2015-03-03,5948.2625579147625,5898.042705174394,5965.002508828218,5992.902427017312,5909.202672450031,5981.742459741675,5942.682574276943,8628.0,22983.42,28950.0
V.DCE,V1505.DCE,2015-03-04,5981.742459741675,5942.682574276943,5981.742459741675,6009.642377930768,5931.522607001306,5981.742459741675,5970.582492466037,6162.0,16490.17,28576.0
V.DCE,V1505.DCE,2015-03-05,5981.742459741675,5970.582492466037,5970.582492466037,5992.902427017312,5892.4627215365745,5965.002508828218,5937.102590639125,12736.0,33905.3,29728.0
V.DCE,V1505.DCE,2015-03-06,5965.002508828218,5937.102590639125,5965.002508828218,5970.582492466037,5931.522607001306,5942.682574276943,5948.2625579147625,5588.0,14898.93,30346.0
V.DCE,V1505.DCE,2015-03-09,5942.682574276943,5948.2625579147625,5892.4627215365745,5937.102590639125,5858.982819709662,5914.782656087849,5898.042705174394,9418.0,24890.33,30890.0
V.DCE,V1505.DCE,2015-03-10,5914.782656087849,5898.042705174394,5914.782656087849,5953.842541552581,5875.722770623119,5898.042705174394,5903.622688812212,5014.0,13262.79,31488.0
