ts_code,M0_code,trade_date,pre_close,pre_settle,open,high,low,close,settle,vol,amount,oi
PF.ZCE,PF2105.ZCE,2020-10-12,5406.6587954906945,5006.1655513802725,5375.1384938708925,5406.6587954906945,5330.63924452529,5406.6587954906945,5384.409170817893,51327.0,149061.29,19362.0
PF.ZCE,PF2105.ZCE,2020-10-13,5406.6587954906945,5384.409170817893,5499.365564960699,5601.343011377705,5469.699398730298,5601.343011377705,5569.822709757903,538024.0,1616111.39,77665.0
PF.ZCE,PF2105.ZCE,2020-10-14,5601.343011377705,5569.822709757903,5612.467823714105,5690.34151006891,5554.989626642702,5658.821208449108,5621.738500661106,309822.0,939230.03,89404.0
PF.ZCE,PF2105.ZCE,2020-10-15,5658.821208449108,5621.738500661106,5679.216697732509,5812.714445769317,5666.237750006709,5809.006174990516,5751.527977919113,559919.0,1736478.01,167776.0
PF.ZCE,PF2105.ZCE,2020-10-16,5809.006174990516,5751.527977919113,5770.069331813114,5983.294901594126,5770.069331813114,5983.294901594126,5879.46331978772,1300979.0,4124979.79,251716.0
PF.ZCE,PF2105.ZCE,2020-10-19,5983.294901594126,5879.46331978772,5990.711443151726,6114.938514241533,5962.899412310725,6114.938514241533,6059.31445255953,1458246.0,4765713.15,316768.0
PF.ZCE,PF2105.ZCE,2020-10-20,6114.938514241533,6059.31445255953,6120.500920409733,6135.334003524934,6009.252797045727,6085.272348011131,6068.58512950653,1388290.0,4543772.14,306556.0
PF.ZCE,PF2105.ZCE,2020-10-21,6085.272348011131,6068.58512950653,6059.31445255953,6105.667837294533,6014.815203213928,6025.940015550328,6059.31445255953,794840.0,2597013.23,288029.0
PF.ZCE,PF2105.ZCE,2020-10-22,6025.940015550328,6059.31445255953,6053.75204639133,6068.58512950653,5816.422716548117,5816.422716548117,5907.275350628722,1221706.0,3891460.09,224512.0
PF.ZCE,PF2105.ZCE,2020-10-23,5816.422716548117,5907.275350628722,5796.027227264715,5853.505424336118,5760.798654866114,5783.048279538914,5812.714445769317,646077.0,2025494.23,174759.0
PF.ZCE,PF2105.ZCE,2020-10-26,5783.048279538914,5812.714445769317,5781.194144149515,5864.6302366725195,5773.777602591914,5797.881362654116,5816.422716548117,479646.0,1504593.52,172231.0
PF.ZCE,PF2105.ZCE,2020-10-27,5797.881362654116,5816.422716548117,5764.506925644914,5827.547528884517,5688.487374679509,5695.90391623711,5758.944519476713,453060.0,1407140.59,170317.0
PF.ZCE,PF2105.ZCE,2020-10-28,5695.90391623711,5758.944519476713,5701.46632240531,5753.382113308513,5679.216697732509,5727.424217856912,5712.591134741711,356361.0,1097950.29,163360.0
PF.ZCE,PF2105.ZCE,2020-10-29,5727.424217856912,5712.591134741711,5682.924968511309,5725.570082467511,5610.613688324705,5616.176094492906,5669.946020785509,315482.0,964537.84,152349.0
